company,invoice_num,invoice_date,operation_date,amount,reporter,notes,status,kind
KT Koty,K38644,2014-01-08,2013-12-30,15138.16,Davon Lindgren DVM,"Est fugiat laudantium vel.
Nam magni ipsa ea.
Delectus cupiditate et porro magni vel recusandae.",rejected,Internal
Ostrzy Entertainment,O75287,2014-04-21,2014-04-15,15612.69,Martin Maggio,"Nihil in quo vitae odio omnis.
Voluptatem tempora sit nemo officia nulla autem quia.",other,client;internal;important;Delegation
Ostrzy Entertainment,O75437,2015-03-11,2015-03-07,14439.70,Maggie Barrows,"Qui ut et eligendi nesciunt.
Dolorem qui similique distinctio porro.
Fuga in sed.
Dolore et quas recusandae est.",accepted,client;delegation
"Monterail, Inc.",M73840,2013-10-04,2013-09-30,17089.42,Ike Hartmann,"Atque error nobis soluta.
Omnis aspernatur nisi dolore consequatur.
Quia natus et qui illum excepturi.",rejected,Negligible;Delegation;internal
Microsoft,M52366,04/22/2015,04/22/2015,11866.14,Major Gottlieb,Et molestiae aliquam.,rejected,other
 Wesoła Gżegżółka,W95005,2013-10-21,2013-10-13,13745.6,Muhammad Feil,Eligendi est reprehenderit delectus.,other,
TT Internet,T12654,06-04-2015,28-03-2015,15676.34,Amelia Schowalter,Nam enim rerum.,rejected,negligible
Big Company 1,B27176,04/30/2013,04/30/2013,14482.55,Imani Legros,"Numquam ut iusto dolore mollitia exercitationem.
Et nostrum eum.
Sint dolorem quis eius nemo.
In mollitia dolore temporibus dignissimos.",rejected,
 Wesoła Gżegżółka,W35797,2013-06-20,2013-06-12,11751.72,Connor Littel II,"Aut est quia illo maxime magnam velit.
Dolores ab id ducimus rem non.",other,Important;internal;client;Other;delegation
 KT Koty,K98397,09/20/2014,09/16/2014,12693.88,Enrico Beier,"Recusandae dolores sint non hic.
Magnam voluptatem laudantium.",accepted,
 Wesoła Gżegżółka,W36888,16-08-2014,14-08-2014,14621.16,Jeffery Veum,Vel dolores est.,rejected,Important;Client
Big Company 1,B86827,05-05-2014,03-05-2014,17509.2,Genoveva Jacobs,"Explicabo libero asperiores nam quis deleniti.
Repellat dicta quis omnis ducimus aut.",rejected,Delegation;Client;negligible;Internal
 MS Szpadel,M20287,2013-10-27,2013-10-23,10064.83,Miss Carleton Beier,Eveniet culpa nisi.,accepted,other
Big Company 1,B5534,04/18/2013,04/13/2013,12380.62,Dr. Meredith Gerlach,"Ut repellendus voluptas quidem illum fuga.
Et nesciunt voluptatum aut dolores omnis porro.",rejected,important;internal;Negligible;Other
ACME,A51999,15-03-2015,08-03-2015,16208.75,Miss Rowan Beier,Quaerat illum eligendi.,rejected,other;Internal;delegation;Important
 Big Company 1,B58325,11/15/2012,11/15/2012,16366.46,Lupe Sporer,Est saepe cupiditate debitis sequi nihil quasi.,other,negligible;internal;Delegation;other
 KT Koty,K27212,2014-03-19,2014-03-16,10509.26,Eunice Kohler,Voluptatem et assumenda enim optio omnis eum.,rejected,Client;important;internal
 SB Komputery,S51523,09/17/2013,09/09/2013,12884.96,Jeramy Williamson,At corporis consectetur.,accepted,other;delegation;negligible;important;internal
MS Szpadel,M48697,2013-06-05,2013-06-01,14684.83,Sydnee Schinner,Eum repellat tenetur harum veritatis quia ut.,accepted,
 Company X,C19582,01-10-2012,24-09-2012,16312.65,Nils Kreiger,Libero neque maiores cum minima non.,accepted,negligible;Internal;delegation
Ostrzy Entertainment,O82766,2013-08-13,2013-08-10,12170.40,Ryder Schamberger,Sed excepturi et.,accepted,delegation
 MS Szpadel,M95520,2013-05-13,2013-05-09,16333.19,Arnaldo McLaughlin,"Dolorem consequatur architecto voluptatum qui distinctio et.
Quasi ex numquam quo quia aut est unde.
Sint eos reiciendis.",rejected,Internal
Company X,C18489,07/04/2014,07/04/2014,16304.47,Ike Hahn,Qui et molestiae odit doloribus.,accepted,other;negligible;client;important;internal
MS Szpadel,M5764,2013-03-11,2013-03-07,12004.79,Nelle Brakus,Aut commodi voluptatem.,accepted,internal;Other;Client;important
SB Komputery,S56253,2015-01-29,2015-01-24,15058.53,Richmond Swift,Ut et sed nisi aut est.,rejected,negligible;Client;other;Internal
Big Company 1,B15007,06/08/2014,06/07/2014,14803.69,Harrison Jacobs DVM,Exercitationem laboriosam minus.,accepted,Important;other
 Wesoła Gżegżółka,W76866,01/27/2015,01/23/2015,15548.72,Rocky Haley,"Quod non cupiditate sit natus nesciunt voluptas.
Non aliquam totam deleniti quisquam delectus.",other,
Big Company 1,B36864,09/27/2012,09/18/2012,16500.83,Mabel Cruickshank,"Omnis nisi repellat quam est velit.
Quo possimus id consequatur adipisci earum.
Dolorum harum deserunt.
Veritatis placeat rerum magnam.",rejected,internal;Client
Ostrzy Entertainment,O53089,03/13/2014,03/08/2014,11250.38,Matteo Weimann V,"Ab adipisci minus quia fugiat.
Quasi quos blanditiis voluptate magnam laudantium ut.
Recusandae est et molestiae et eligendi dolorem.",rejected,
 ACME,A6508,2014-12-12,2014-12-11,19742.75,Danial Koepp PhD,"Reprehenderit ex cumque quisquam accusamus tenetur eius eligendi.
Quidem labore sit quaerat.
Nemo non aut.",rejected,important;delegation;client
TT Internet,T69066,17-10-2014,11-10-2014,12736.37,Mrs. Marshall Rutherford,Sequi aspernatur et incidunt amet sed et.,rejected,Delegation;negligible
 ACME,A31074,27-02-2015,23-02-2015,13438.15,Brant Brekke V,Omnis ad provident et voluptas laudantium nihil quaerat.,other,Important;Delegation;negligible;Client
Ostrzy Entertainment,O30582,2013-01-30,2013-01-30,11674.10,Nia Ullrich,Et est totam fugit.,other,Negligible
" Monterail, Inc.",M41954,09-12-2012,02-12-2012,15672.52,Hillard Konopelski,"Nostrum dicta qui.
Corrupti sint consequatur aut expedita et.
Qui aut provident similique sit ab.
Qui error qui reiciendis eum voluptates ducimus.",other,
BP Biznes,B17656,2015-01-20,2015-01-11,13549.6,Hilma Smith,Dicta dolorum adipisci quas rerum cumque.,accepted,client
 BP Biznes,B29734,25-01-2014,25-01-2014,11385.45,Geraldine Erdman,Esse minus molestias non.,rejected,
 Ostrzy Entertainment,O89262,03/19/2014,03/15/2014,18527.9,Madalyn Greenfelder,"Veritatis voluptatem rerum magnam.
Error vero voluptatem libero beatae a blanditiis consectetur.
Aut velit ut sed est.
Ipsa nulla velit eaque in delectus.",other,Negligible;client
ACME,A62066,2013-05-13,2013-05-06,14502.22,Hilton O'Conner,"Minus molestias deserunt.
Voluptas maiores voluptatem nulla sit sunt.
Itaque corporis numquam minus sint.",rejected,internal;delegation;negligible;client;important
TT Internet,T28759,11-06-2014,09-06-2014,15507.78,Mr. Modesto Mosciski,"Dolor sint est.
Voluptates ut exercitationem inventore non maiores.
Tenetur deserunt non et recusandae.",accepted,
MS Szpadel,M17872,04-06-2013,31-05-2013,14563.54,Jada Pouros,"Sit eos dolorem dolore qui.
Qui reiciendis odio.
Dolorum pariatur corporis odio qui voluptatibus eum.",other,
 KT Koty,K13562,12/04/2012,11/29/2012,11510.79,Dexter Kuhic,Architecto veniam libero est.,accepted,internal;other;important;client;negligible
 Big Company 1,B744,06/18/2014,06/12/2014,16229.34,Miss Lexi Upton,Ut facere porro rem non temporibus.,rejected,internal
 Wesoła Gżegżółka,W13521,11/28/2012,11/22/2012,15637.49,Ryleigh Cummings,Laborum quo quasi non.,other,delegation;negligible
 ACME,A61815,08/27/2013,08/21/2013,12025.90,Zoe Stanton DDS,"Reprehenderit magni totam dolorum rerum.
Sit necessitatibus aperiam.",other,Other;Internal;negligible;delegation;important
 Company X,C15730,01/30/2015,01/26/2015,15858.34,Jedediah Goldner,Est itaque laudantium.,other,important;negligible;other
Wesoła Gżegżółka,W7148,10/07/2012,10/04/2012,19669.71,Amara Blick Sr.,Vitae fugit est sapiente ut.,rejected,other;internal
Big Company 1,B73637,31-01-2014,27-01-2014,12097.16,Cornelius Yundt,"Hic quia iste modi voluptas.
Eum aut tempora.
Sequi nisi voluptatum dolorem distinctio ut perferendis.",other,important
BP Biznes,B41961,07-09-2014,05-09-2014,15273.22,Loren Schaden,Voluptatem iure assumenda id dolores veniam officia.,accepted,
 Microsoft,M38046,30-01-2014,26-01-2014,13357.45,Ms. Drake O'Connell,"Et nesciunt est minus.
Architecto ex eos inventore quam et aperiam.
Est eum reprehenderit.
Iste et omnis perspiciatis.",accepted,important;client;negligible;internal;other
 SB Komputery,S79238,2015-04-13,2015-04-06,14854.2,Rosalee Kuphal,Iure et deserunt.,rejected,
Wesoła Gżegżółka,W82846,2014-08-24,2014-08-22,17843.29,Marcos Hudson,Repellat cupiditate dolorum.,other,Delegation
ACME,A83876,07/31/2014,07/29/2014,11315.13,Madie Brekke,"Nemo repellat dolores.
Culpa id sed quis sed.
Consequatur doloribus suscipit ad adipisci doloremque architecto vitae.",other,internal;other;Client
ACME,A88427,2013-02-19,2013-02-19,12362.27,Mathilde West,Quibusdam ad aut recusandae.,other,client
Wesoła Gżegżółka,W91426,2014-11-29,2014-11-23,15918.49,Alize Herzog,"Amet molestias a.
Facere cumque quod est ratione error.",rejected,internal
MS Szpadel,M48495,2014-03-23,2014-03-23,16010.91,Lacey Hyatt,Unde illo quae dolores rerum explicabo rerum voluptatem.,accepted,Other
Company X,C82839,2014-10-01,2014-10-01,12400.40,Shemar Rippin I,Reiciendis qui quibusdam consequatur aperiam necessitatibus.,accepted,
ACME,A96378,2014-08-11,2014-08-07,10050.7,Lisa Homenick,"Totam porro pariatur eveniet et.
Enim dolorem quibusdam illo.",rejected,important;Negligible
SB Komputery,S97450,12/08/2013,12/06/2013,16445.36,Otto Mann,Blanditiis ratione tempora optio ipsam aut.,accepted,
Microsoft,M80607,2013-04-07,2013-04-03,10981.40,Durward Reichel,"Aliquam exercitationem inventore cum voluptas dolor accusamus.
Repellat consequatur cum qui doloribus voluptatibus perspiciatis libero.
Et et occaecati.",rejected,internal;important;delegation
"Monterail, Inc.",M10489,2015-03-27,2015-03-22,10514.37,Destiny Russel IV,Qui ratione dolore in et fuga et.,accepted,
 KT Koty,K14910,05-06-2014,02-06-2014,14058.91,Abbie Nienow,Consequatur ut sed est.,other,
 Comcast,C39761,12-10-2013,05-10-2013,19051.66,Vernon Pouros,Deleniti eos nemo.,rejected,other
KT Koty,K50202,2013-09-22,2013-09-19,18155.86,Hailey Kub,"Fugiat consequatur quidem porro.
Incidunt deserunt aut quaerat quia.
Fugiat molestias voluptatum.
Molestiae perspiciatis illo incidunt ducimus et.",accepted,important;Client
 Big Company 1,B89264,25-01-2015,20-01-2015,10090.44,Adaline Upton,Voluptates distinctio at.,other,delegation;Internal;other;important
 SB Komputery,S34456,02-03-2014,27-02-2014,19581.11,Kendall Barton,Quo delectus dolorum nisi ut.,accepted,Delegation;other
Microsoft,M46813,2014-05-09,2014-05-01,13519.7,Sally McKenzie,Ratione aut molestiae ullam.,rejected,client;delegation;negligible
ACME,A6368,05/13/2014,05/05/2014,11819.37,Mr. Lucio Rau,Incidunt harum tempore quibusdam quidem rerum est eaque.,rejected,Other;important;negligible;internal
 MS Szpadel,M69439,01/14/2014,01/14/2014,11949.6,Jeanette Moore,"Et commodi inventore consequuntur.
Dolore laborum dolorem eos qui ut voluptatibus similique.
Id quaerat voluptatem nam eveniet amet.
Aperiam id aliquam praesentium aut aut quam.",other,client
 BP Biznes,B75495,2014-11-11,2014-11-04,13503.7,Gilberto Ritchie,"Architecto odit libero vitae porro iure consequatur ad.
Veniam et voluptas dignissimos qui.
Rerum commodi quis id aliquid quos dolores autem.
Atque quibusdam quis praesentium.",other,internal;important;Client;delegation;negligible
 Ostrzy Entertainment,O92650,01/16/2014,01/13/2014,16473.53,Vesta Boyer,"Facere nihil vel.
Esse quo tempora animi et mollitia et.",rejected,internal;client;other;delegation;negligible
" Monterail, Inc.",M96682,20-02-2015,15-02-2015,18021.79,Ms. Shania Price,Delectus vitae in fugiat minima repudiandae.,other,important
 BP Biznes,B49788,26-06-2014,21-06-2014,19479.27,Dr. Kurtis Orn,Dolorem pariatur modi dolor nulla animi nihil quaerat.,accepted,
KT Koty,K92990,2014-04-30,2014-04-22,10472.54,Lilyan Marvin,Voluptatem commodi ut.,other,Negligible;internal;delegation;important
 BP Biznes,B30746,20-01-2015,14-01-2015,12523.66,Merlin Larkin,Sed quos magnam.,rejected,delegation;important;negligible
 Comcast,C89985,24-09-2013,23-09-2013,17715.14,Keith Ward,"Delectus sed est aut repudiandae repellendus et.
Architecto voluptatem eum doloribus et.
Mollitia qui dignissimos enim.
Nam quidem sunt rerum voluptatum perferendis.",rejected,internal;negligible;other
 BP Biznes,B8267,2012-11-26,2012-11-26,18406.9,Joy Hagenes,Dolore commodi corrupti.,rejected,delegation;Internal
 BP Biznes,B75820,16-01-2014,10-01-2014,15557.83,Hattie Schulist,Assumenda omnis aut facere repellendus.,rejected,internal;client;delegation;negligible
 Wesoła Gżegżółka,W43223,20-12-2012,11-12-2012,16065.5,Jackson Volkman Jr.,"Numquam nam veniam sed non consectetur.
Et sint magni fuga fugit quis consequuntur.
Ipsa fugiat qui.",other,Negligible
 KT Koty,K18527,09/28/2012,09/28/2012,12131.55,Orland Murazik,"Facere nostrum ullam distinctio dolorem ratione.
Hic laudantium dolorum impedit saepe voluptas.
Quibusdam consequatur est.
Voluptas deserunt eius inventore.",rejected,client;Negligible;Internal;important;other
Company X,C40612,30-07-2013,26-07-2013,10031.21,Mrs. Vita Denesik,"Et ut cupiditate voluptates quo minus harum.
Culpa est ducimus voluptates ex magnam.
Rerum ullam quo expedita velit alias sunt.
Et nostrum aperiam velit officia qui adipisci.",rejected,delegation;other;negligible;Important;Client
 Company X,C43650,05/23/2014,05/17/2014,17770.99,Marcos Walker,"Animi ipsam quis voluptatem maxime.
Eos culpa porro sed error assumenda omnis et.",rejected,delegation;Important;negligible;internal
 SB Komputery,S52923,22-11-2014,15-11-2014,10248.95,Kaylie Reynolds,Tenetur ut aut vel.,other,Internal;delegation;Important;other;client
MS Szpadel,M89352,24-01-2015,19-01-2015,17013.69,Jason Altenwerth,"Nemo enim occaecati rerum qui iure non.
Qui quos consequuntur quas maxime expedita aliquam.
Voluptatem delectus reprehenderit iure voluptatibus.",rejected,important
Ostrzy Entertainment,O9145,05/08/2014,04/30/2014,14201.99,Desiree Haag V,Deserunt tempore rerum doloremque sint placeat maxime beatae.,accepted,Negligible;Other
 BP Biznes,B37863,24-10-2014,23-10-2014,17678.22,Meaghan Ritchie,Sint ex quis animi omnis reprehenderit harum tempore.,other,negligible;important
MS Szpadel,M28858,2013-01-25,2013-01-19,14853.60,Gerhard Dooley,Dolores dignissimos illum quaerat.,rejected,
BP Biznes,B20629,07/28/2013,07/21/2013,11986.37,Raphael Lubowitz MD,Ea ea tenetur qui.,rejected,other;client;negligible;delegation;internal
 Ostrzy Entertainment,O43751,2015-05-12,2015-05-09,12795.54,Yvette Veum,Magni aliquid dolore ut natus doloremque qui in.,rejected,Internal;Important;delegation
Microsoft,M85902,11/23/2012,11/18/2012,12326.40,Liana Witting II,Quaerat officiis soluta reprehenderit aut explicabo totam natus.,other,important;Negligible
Company X,C35836,2014-12-29,2014-12-20,12206.34,Sigmund Hintz,Ipsa necessitatibus recusandae ea sed repudiandae neque molestiae.,accepted,important;other;internal
 Wesoła Gżegżółka,W76784,03/21/2013,03/16/2013,16103.22,Nash Gutkowski,Provident voluptas sint corrupti.,rejected,important;other;internal;negligible
ACME,A7813,2013-07-06,2013-07-04,10483.65,Miguel Toy,Quidem a consequatur.,rejected,Important;negligible;delegation;internal
 Microsoft,M15978,2014-01-03,2013-12-26,19818.56,Nedra Olson PhD,Magni est eum.,accepted,other;important
BP Biznes,B21872,28-01-2015,27-01-2015,11359.25,Kory Pagac,"Voluptas illum ut atque sunt.
Repellat mollitia voluptatem fugiat.
Aut tempora error aspernatur et ducimus id.
Possimus voluptas modi nihil ut sit eius maiores.",other,Important;client;Negligible
Comcast,C79954,03/17/2013,03/12/2013,15220.13,Miss Cristopher Balistreri,Ratione voluptatibus non aut omnis veniam odio.,accepted,
 Comcast,C29029,06/07/2014,05/30/2014,15648.18,Marjolaine Kunze II,Expedita iure corporis.,other,
Comcast,C99163,04/21/2013,04/21/2013,19446.98,America Shanahan,Non et nihil ex qui cumque nisi rem.,accepted,
KT Koty,K27659,27-09-2012,25-09-2012,12606.8,Miss Claud Marquardt,Qui ex eos.,accepted,
MS Szpadel,M94332,09/08/2012,09/01/2012,11679.23,Greg Wuckert III,"Consectetur quibusdam laboriosam.
Earum placeat porro.",other,
 Ostrzy Entertainment,O8369,2012-12-22,2012-12-19,14672.39,Dorcas Schroeder,"Eaque repellat ipsam sint nostrum vel vel earum.
Recusandae ipsum earum corporis nobis totam qui.",other,Important;negligible;internal;other;Delegation
"Monterail, Inc.",M63818,02/02/2015,01/28/2015,10791.97,Hector Dooley DDS,"Et rerum aut nihil rerum eveniet laboriosam non.
Occaecati est unde.
Laboriosam voluptatum aperiam qui esse quis.
Odit illo maxime vel placeat.",rejected,negligible;internal;delegation;Important
 Comcast,C69917,2015-02-15,2015-02-07,15035.25,Jensen Langosh,Sunt voluptas optio pariatur deleniti ipsum nisi atque.,accepted,Negligible;delegation;client;internal
TT Internet,T50912,26-11-2013,26-11-2013,12541.65,Laurie Ritchie,Et doloribus debitis iste itaque vel.,rejected,Internal;client;delegation
TT Internet,T2775,01/20/2014,01/16/2014,18698.14,Imelda Sanford,Quibusdam tempora quas molestiae.,rejected,Client;negligible;Delegation;other
Wesoła Gżegżółka,W59283,10/06/2014,09/30/2014,19055.21,Alayna Crona,"Nihil ipsum quisquam sint accusamus qui ea eveniet.
Recusandae consequatur et corrupti assumenda ipsum aut.
Voluptatibus veritatis sint voluptas dolorem.
Tenetur id a recusandae mollitia sit.",accepted,delegation;Client;Negligible;other
 Wesoła Gżegżółka,W52083,2015-05-07,2015-05-07,18597.19,Jeremy Strosin,Cupiditate ea doloribus officiis iste maxime sed.,accepted,delegation;Internal;Important
Wesoła Gżegżółka,W21252,2014-01-26,2014-01-17,17238.77,Brandi Leffler,Quae nostrum enim id.,rejected,negligible;important
 TT Internet,T77959,2013-08-30,2013-08-25,15725.60,Destini Jerde,"Architecto odit nobis voluptatum unde dolores quaerat accusantium.
Dolor possimus aut voluptatem natus autem est.",accepted,client;negligible;Internal;delegation;important
"Monterail, Inc.",M72278,2014-11-07,2014-10-30,18960.65,Jordyn Okuneva,Laboriosam ipsam quae velit qui.,accepted,internal;important;Delegation;negligible;other
KT Koty,K46251,2013-02-22,2013-02-22,19203.15,Gladys Jenkins,"Tenetur eligendi aliquid harum.
Ut et fuga molestias aliquam similique officiis quo.
Error expedita quasi officia porro.",other,client;other
SB Komputery,S74542,11-10-2014,03-10-2014,10130.68,Ola Howell PhD,Quae deserunt hic ipsum.,rejected,
 KT Koty,K52927,09/07/2012,09/01/2012,11492.83,Ms. Arlene Treutel,Et accusantium nobis distinctio eveniet et ut.,accepted,client
 Wesoła Gżegżółka,W3482,12/25/2014,12/16/2014,15698.62,Carlee Kiehn,Voluptatem et voluptas.,other,internal;Important
